,Model,Precision,Recall,F1-Score,Accuracy,Method,Prompt_Version,Query_Template,Examples_Method,Temperature
1196,PHI3.5_MINI,0.6224,0.6655,0.5979,0.6098,few-shot,2,2,1,0.2
1197,GEMMA2-2B,0.6572,0.5937,0.5979,0.6543,zero-shot,2,2,,0.0
1198,PHI3.5_MINI,0.6199,0.6679,0.5974,0.6062,few-shot,1,1,1,1.0
1199,GEMMA2-2B,0.6558,0.5919,0.5974,0.6565,zero-shot,2,2,,0.5
1200,PHI3.5_MINI,0.6337,0.677,0.5971,0.6002,few-shot,2,2,2,0.0
1201,LLAMA3.1,0.589,0.6682,0.597,0.6027,few-shot,1,1,1,1.0
1202,LLAMA3.2_3B,0.5871,0.6124,0.5968,0.6185,few-shot,1,1,1,1.0
1203,GEMMA2-2B,0.611,0.6883,0.5968,0.6072,few-shot,1,2,1,0.0
1204,PHI3.5_MINI,0.6198,0.6892,0.5965,0.601,one-shot,1,1,1,1.0
1205,LLAMA3.2_3B,0.5925,0.6474,0.5963,0.6045,one-shot,1,1,2,0.5
1206,GEMMA2-2B,0.5975,0.6646,0.5962,0.6131,one-shot,2,2,1,0.2
1207,GEMMA2-2B,0.61,0.6867,0.596,0.6061,few-shot,1,2,1,0.2
1208,PHI3.5_MINI,0.6363,0.679,0.5959,0.5981,few-shot,1,2,2,0.2
1209,PHI3.5_MINI,0.6331,0.6748,0.5958,0.5986,few-shot,2,2,2,0.2
1210,LLAMA3.1,0.5918,0.601,0.5957,0.6287,zero-shot,2,1,,1.0
1211,PHI3.5_MINI,0.6212,0.5957,0.5957,0.6569,many-shot,1,2,1,0.0
1212,PHI3.5_MINI,0.6173,0.6901,0.5955,0.6002,one-shot,1,1,1,0.0
1213,LLAMA3.1,0.6044,0.6875,0.5955,0.6024,few-shot,2,2,1,0.5
1214,PHI3_MEDIUM,0.66,0.7049,0.595,0.5929,few-shot,1,2,2,0.5
1215,PHI3_MEDIUM,0.6638,0.7067,0.595,0.5928,few-shot,1,2,2,0.2
1216,PHI3_MEDIUM,0.6595,0.7016,0.5949,0.5925,few-shot,1,2,2,1.0
1217,PHI3.5_MINI,0.6164,0.6885,0.5946,0.5981,one-shot,1,1,1,0.2
1218,LLAMA3.2_3B,0.5894,0.6389,0.5945,0.6238,many-shot,2,2,1,0.0
1219,GEMMA2-2B,0.593,0.6633,0.5944,0.6093,one-shot,2,2,1,1.0
1220,PHI3.5_MINI,0.6354,0.6775,0.5942,0.5959,few-shot,1,2,2,0.0
1221,LLAMA3.2_3B,0.5889,0.655,0.5941,0.6067,many-shot,1,1,1,0.5
1222,LLAMA3.2_3B,0.6109,0.6521,0.594,0.604,many-shot,2,2,2,1.0
1223,GEMMA2-2B,0.6544,0.5884,0.5939,0.6527,zero-shot,2,2,,0.2
1224,PHI3.5_MINI,0.6172,0.6048,0.5939,0.645,many-shot,2,2,1,0.5
1225,LLAMA3.1,0.5842,0.6285,0.5938,0.6362,many-shot,1,2,1,1.0
1226,PHI3_MEDIUM,0.6583,0.6932,0.5936,0.5919,many-shot,1,2,2,1.0
1227,PHI3_MEDIUM,0.6159,0.5865,0.5935,0.7902,many-shot,2,2,1,0.2
1228,LLAMA3.2_3B,0.5881,0.6358,0.5934,0.625,many-shot,2,2,1,0.5
1229,PHI3.5_MINI,0.6309,0.6725,0.5934,0.596,few-shot,2,2,2,1.0
1230,LLAMA3.2_3B,0.588,0.6432,0.5934,0.6008,one-shot,1,1,2,0.2
1231,LLAMA3,0.6069,0.6868,0.5932,0.5943,many-shot,1,1,1,0.0
1232,PHI3.5_MINI,0.6202,0.593,0.5932,0.6561,many-shot,1,2,1,0.2
1233,PHI3.5_MINI,0.6167,0.601,0.593,0.645,many-shot,2,2,1,1.0
1234,GEMMA2-2B,0.6068,0.6863,0.593,0.6025,few-shot,1,2,1,1.0
1235,PHI3_MEDIUM,0.6507,0.6923,0.5923,0.5902,few-shot,2,2,2,1.0
1236,LLAMA3.2_3B,0.631,0.6552,0.592,0.5975,many-shot,1,2,2,0.2
1237,LLAMA3.1,0.5852,0.6491,0.592,0.6061,few-shot,3,2,1,1.0
1238,LLAMA3.2_3B,0.6291,0.6548,0.5919,0.5981,many-shot,1,2,2,0.5
1239,PHI3.5_MINI,0.6182,0.5889,0.5915,0.654,many-shot,1,2,1,1.0
1240,PHI3_MEDIUM,0.6098,0.581,0.5915,0.6925,one-shot,1,2,1,0.5
1241,LLAMA3.2_3B,0.5858,0.6323,0.5914,0.6131,many-shot,2,1,1,0.0
1242,LLAMA3,0.6072,0.685,0.5909,0.5943,many-shot,1,1,1,0.2
1243,PHI3.5_MINI,0.5972,0.6751,0.5909,0.6003,few-shot,1,1,2,1.0
1244,PHI3.5_MINI,0.6315,0.6745,0.5907,0.5925,few-shot,1,2,2,1.0
1245,GEMMA2-2B,0.5901,0.658,0.5902,0.6061,one-shot,2,2,1,0.5
1246,PHI3_MEDIUM,0.6745,0.6401,0.59,0.7576,few-shot,1,1,1,0.2
1247,LLAMA3,0.602,0.6785,0.5899,0.5911,many-shot,1,1,1,0.5
1248,LLAMA3.1,0.5785,0.6084,0.5893,0.6142,many-shot,2,1,1,0.5
1249,PHI3.5_MINI,0.6304,0.672,0.5892,0.5905,few-shot,1,2,2,0.5
1250,LLAMA3.2_3B,0.6303,0.6497,0.5891,0.5948,many-shot,1,2,2,0.0
1251,PHI3_MEDIUM,0.5875,0.6015,0.5882,0.6422,few-shot,2,1,2,0.5
1252,PHI3_MEDIUM,0.6,0.6836,0.588,0.768,one-shot,2,1,2,0.0
1253,PHI3_MEDIUM,0.6,0.6836,0.588,0.768,one-shot,1,1,2,0.0
1254,LLAMA3.2_3B,0.5825,0.631,0.5879,0.6178,many-shot,2,2,1,0.2
1255,MISTRAL_NEMO,0.5927,0.6292,0.5877,0.6126,zero-shot,2,1,,1.0
1256,PHI3.5_MINI,0.5925,0.6717,0.5873,0.5959,few-shot,1,1,2,0.0
1257,LLAMA3.2_3B,0.581,0.6268,0.5863,0.6077,many-shot,2,1,1,0.2
1258,PHI3.5_MINI,0.5901,0.6691,0.5854,0.5946,few-shot,1,1,2,0.5
1259,LLAMA3.2_3B,0.5805,0.6348,0.5854,0.5948,one-shot,1,1,2,0.0
1260,LLAMA3.2_3B,0.6135,0.6068,0.5846,0.6323,zero-shot,3,2,,0.5
1261,LLAMA3.1,0.5877,0.6559,0.5846,0.6009,one-shot,1,2,1,1.0
1262,LLAMA3.2_3B,0.5919,0.5865,0.5845,0.6407,many-shot,2,1,2,0.0
1263,LLAMA3,0.6266,0.7062,0.5845,0.5954,few-shot,2,2,1,0.5
1264,PHI3.5_MINI,0.6035,0.666,0.5842,0.5894,few-shot,2,1,1,0.2
1265,GEMMA2-2B,0.6424,0.5788,0.5842,0.6448,zero-shot,2,2,,1.0
1266,PHI3.5_MINI,0.6136,0.5821,0.5841,0.6477,many-shot,1,2,1,0.5
1267,LLAMA3.2_3B,0.5736,0.6162,0.5833,0.5997,few-shot,2,1,1,0.5
1268,LLAMA3.2_3B,0.5914,0.6658,0.5832,0.5927,zero-shot,1,2,,0.0
1269,LLAMA3.2_3B,0.6145,0.6692,0.5831,0.5862,one-shot,1,2,2,0.0
1270,LLAMA3,0.6375,0.6998,0.5828,0.5846,many-shot,1,2,1,0.0
1271,LLAMA3,0.637,0.6992,0.5823,0.5842,many-shot,1,2,1,0.2
1272,MISTRAL_NEMO,0.579,0.6218,0.5821,0.6083,zero-shot,1,1,,1.0
1273,PHI3.5_MINI,0.6013,0.6631,0.5818,0.587,few-shot,2,1,1,0.0
1274,PHI3.5_MINI,0.5865,0.6649,0.5815,0.5898,few-shot,1,1,2,0.2
1275,GEMMA2-2B,0.5997,0.6782,0.5814,0.5927,few-shot,2,2,1,0.5
1276,LLAMA3,0.6211,0.7027,0.5814,0.5911,few-shot,2,2,1,0.0
1277,LLAMA3,0.6217,0.7023,0.5799,0.59,few-shot,2,2,1,0.2
1278,PHI3.5_MINI,0.6027,0.6625,0.5797,0.5841,few-shot,2,1,1,0.5
1279,LLAMA3.2_3B,0.5747,0.6305,0.5794,0.5965,many-shot,1,1,1,1.0
1280,GEMMA2-2B,0.5858,0.6627,0.5794,0.5879,zero-shot,1,1,,0.5
1281,LLAMA3,0.5732,0.6158,0.5793,0.5803,zero-shot,2,1,,1.0
1282,LLAMA3.2_3B,0.5735,0.618,0.5792,0.6013,many-shot,2,1,1,0.5
1283,LLAMA3.2_3B,0.6338,0.5716,0.5791,0.6426,many-shot,1,1,2,0.0
1284,PHI3_MEDIUM,0.5874,0.6591,0.5789,0.717,one-shot,2,1,2,0.5
1285,LLAMA3.2_3B,0.6129,0.6684,0.5788,0.5809,one-shot,1,2,2,0.2
1286,LLAMA3.2_3B,0.6085,0.6654,0.5784,0.5798,few-shot,2,2,2,0.0
1287,LLAMA3.2_3B,0.5845,0.5817,0.578,0.6352,many-shot,2,1,2,0.2
1288,GEMMA2-2B,0.5961,0.6755,0.578,0.5889,few-shot,2,2,1,1.0
1289,GEMMA2-2B,0.5949,0.6714,0.5772,0.5889,few-shot,2,2,1,0.2
1290,LLAMA3,0.6355,0.7144,0.5771,0.5857,one-shot,2,2,2,0.5
1291,LLAMA3,0.6215,0.7018,0.577,0.5873,few-shot,2,2,1,1.0
1292,LLAMA3.1,0.5657,0.5998,0.577,0.6058,many-shot,1,1,1,1.0
1293,PHI3.5_MINI,0.601,0.6598,0.577,0.5812,few-shot,2,1,1,1.0
1294,LLAMA3,0.6403,0.7172,0.5767,0.5861,one-shot,1,2,2,0.5
1295,GEMMA2-2B,0.5964,0.6741,0.5765,0.5879,few-shot,2,2,1,0.0
1296,GEMMA2-2B,0.5821,0.6537,0.5765,0.5852,zero-shot,2,1,,0.2
1297,LLAMA3,0.584,0.663,0.5759,0.5798,many-shot,1,1,1,1.0
1298,LLAMA3,0.6304,0.6954,0.5759,0.5766,many-shot,1,2,1,0.5
1299,PHI3_MEDIUM,0.8245,0.6235,0.5759,0.7396,zero-shot,2,1,,0.2
1300,GEMMA2-2B,0.582,0.6518,0.5756,0.5846,zero-shot,2,1,,0.0
1301,LLAMA3,0.6365,0.7134,0.5753,0.5842,one-shot,1,2,2,0.0
1302,LLAMA3.2_3B,0.5856,0.6562,0.5752,0.5857,zero-shot,1,2,,0.2
1303,LLAMA3,0.6327,0.7096,0.5749,0.5841,one-shot,2,2,2,1.0
1304,LLAMA3.2_3B,0.6017,0.6614,0.5748,0.5782,one-shot,1,2,2,1.0
1305,LLAMA3,0.6241,0.6937,0.5746,0.578,many-shot,1,2,1,1.0
1306,LLAMA3.2_3B,0.6053,0.6628,0.5744,0.5771,one-shot,1,2,2,0.5
1307,LLAMA3,0.6364,0.7139,0.5741,0.5831,one-shot,1,2,2,0.2
1308,LLAMA3.1,0.5873,0.6654,0.574,0.5805,few-shot,2,2,1,1.0
1309,LLAMA3,0.6022,0.6876,0.5738,0.5787,few-shot,2,1,1,0.0
1310,PHI3_MEDIUM,0.5195,0.6417,0.5738,0.7778,zero-shot,1,1,,0.5
1311,LLAMA3,0.6321,0.7117,0.5738,0.5825,one-shot,2,2,2,0.2
1312,LLAMA3,0.597,0.6862,0.5729,0.5766,few-shot,2,1,1,0.5
1313,LLAMA3.2_3B,0.5767,0.6372,0.5722,0.5922,few-shot,2,2,1,0.2
1314,GEMMA2-2B,0.5808,0.6534,0.572,0.5819,zero-shot,1,1,,0.0
1315,LLAMA3.2_3B,0.6106,0.5584,0.5715,0.6275,few-shot,1,1,2,0.2
1316,GEMMA2-2B,0.5982,0.678,0.5713,0.583,one-shot,2,2,2,0.0
1317,LLAMA3,0.6308,0.7107,0.5713,0.5798,one-shot,2,2,2,0.0
1318,LLAMA3.2_3B,0.5657,0.5905,0.5713,0.5975,one-shot,2,1,2,0.2
1319,LLAMA3.2_3B,0.5935,0.5788,0.5711,0.6013,one-shot,2,1,1,0.0
1320,GEMMA2-2B,0.5798,0.6516,0.5707,0.5809,zero-shot,1,1,,0.2
1321,LLAMA3.2_3B,0.6012,0.6571,0.5703,0.5712,few-shot,2,2,2,0.2
1322,LLAMA3.2_3B,0.6123,0.6246,0.57,0.5766,many-shot,1,2,2,1.0
1323,LLAMA3,0.5981,0.6817,0.5697,0.575,few-shot,2,1,1,0.2
1324,PHI3.5_MINI,0.5806,0.6669,0.5691,0.5755,few-shot,2,1,2,0.0
1325,PHI3_MEDIUM,0.6566,0.6299,0.5691,0.7228,many-shot,2,1,1,0.5
1326,LLAMA3.2_3B,0.6123,0.5564,0.5689,0.6276,few-shot,1,1,2,0.0
1327,LLAMA3.2_3B,0.5642,0.6193,0.5686,0.5793,one-shot,1,1,2,1.0
1328,PHI3_MEDIUM,0.5214,0.6256,0.5682,0.7732,many-shot,2,1,1,0.2
1329,LLAMA3,0.6388,0.7052,0.5679,0.5739,one-shot,1,2,1,0.5
1330,LLAMA3,0.6444,0.7061,0.5678,0.5739,one-shot,1,2,1,0.2
1331,LLAMA3.2_3B,0.6078,0.6479,0.5677,0.568,few-shot,1,2,2,0.0
1332,GEMMA2-2B,0.5948,0.6741,0.5677,0.5793,one-shot,2,2,2,0.2
1333,LLAMA3.2_3B,0.5618,0.5885,0.5677,0.5948,one-shot,2,1,2,0.0
1334,LLAMA3,0.645,0.7055,0.5676,0.5733,one-shot,1,2,1,0.0
1335,PHI3.5_MINI,0.5783,0.6623,0.5674,0.5737,few-shot,2,1,2,1.0
1336,GEMMA2-2B,0.7064,0.5418,0.5674,0.6781,zero-shot,3,2,,0.0
1337,PHI3.5_MINI,0.5803,0.6674,0.5674,0.5737,few-shot,2,1,2,0.2
1338,LLAMA3.2_3B,0.6147,0.5625,0.5673,0.6386,many-shot,1,1,2,0.2
1339,LLAMA3.2_3B,0.6064,0.5554,0.5671,0.6248,few-shot,1,1,2,0.5
1340,PHI3_MEDIUM,0.8056,0.6527,0.5671,0.7129,few-shot,2,1,1,0.5
1341,LLAMA3,0.6361,0.7049,0.5667,0.5739,one-shot,1,2,1,1.0
1342,GEMMA2-2B,0.5723,0.6397,0.5657,0.5771,zero-shot,1,1,,1.0
1343,PHI3.5_MINI,0.5783,0.6612,0.5656,0.5726,few-shot,2,1,2,0.5
1344,LLAMA3.2_3B,0.5735,0.6334,0.5655,0.5849,few-shot,2,2,1,0.0
1345,GEMMA2-2B,0.6997,0.5402,0.5649,0.6771,zero-shot,3,2,,0.5
1346,LLAMA3.2_3B,0.5936,0.6513,0.5647,0.5658,few-shot,2,2,2,0.5
1347,LLAMA3.2_3B,0.5635,0.6049,0.5642,0.5868,many-shot,2,1,1,1.0
1348,LLAMA3.2_3B,0.605,0.6463,0.564,0.5637,few-shot,1,2,2,0.2
1349,LLAMA3.1,0.5814,0.6498,0.5633,0.5809,few-shot,1,2,1,1.0
1350,PHI3_MEDIUM,0.578,0.5621,0.563,0.7741,one-shot,2,2,1,0.2
1351,LLAMA3.2_3B,0.5536,0.593,0.5627,0.5846,few-shot,2,1,1,1.0
1352,LLAMA3.2_3B,0.5932,0.6407,0.5623,0.5591,one-shot,1,1,1,0.0
1353,GEMMA2-2B,0.5895,0.6664,0.5622,0.5744,one-shot,2,2,2,0.5
1354,LLAMA3.2_3B,0.5694,0.5657,0.5622,0.6201,many-shot,2,1,2,0.5
1355,GEMMA2-2B,0.6955,0.537,0.5621,0.6706,zero-shot,3,2,,1.0
1356,LLAMA3,0.6296,0.7071,0.562,0.5719,one-shot,1,2,2,1.0
1357,PHI3_MEDIUM,0.5738,0.5966,0.5618,0.6937,one-shot,2,1,2,1.0
1358,LLAMA3.2_3B,0.6022,0.6422,0.5614,0.5615,few-shot,1,2,2,0.5
1359,LLAMA3.2_3B,0.5682,0.6371,0.5613,0.5721,zero-shot,1,2,,0.5
1360,PHI3_MEDIUM,0.5743,0.6082,0.5613,0.6677,one-shot,1,1,2,1.0
1361,LLAMA3,0.5943,0.6554,0.5611,0.5578,many-shot,2,1,1,0.2
1362,LLAMA3.2_3B,0.5891,0.6337,0.5607,0.5581,one-shot,1,1,1,0.2
1363,LLAMA3.2_3B,0.6071,0.5563,0.5606,0.6309,many-shot,1,1,2,0.5
1364,LLAMA3.2_3B,0.5968,0.6621,0.5604,0.5645,few-shot,1,2,1,0.5
1365,LLAMA3.2_3B,0.5835,0.5667,0.5601,0.5965,one-shot,2,1,1,0.2
1366,GEMMA2-2B,0.6968,0.536,0.5601,0.6738,zero-shot,3,2,,0.2
1367,GEMMA2-2B,0.5703,0.6359,0.5599,0.569,zero-shot,2,1,,0.5
1368,LLAMA3.2_3B,0.5993,0.6676,0.5596,0.561,one-shot,2,2,2,0.2
1369,LLAMA3.2_3B,0.5858,0.5489,0.5592,0.6095,few-shot,1,1,2,1.0
1370,LLAMA3.2_3B,0.5558,0.5966,0.5592,0.5898,many-shot,2,2,1,1.0
1371,LLAMA3,0.5862,0.6504,0.559,0.5583,many-shot,2,1,1,0.5
1372,LLAMA3.2_3B,0.5926,0.6634,0.5588,0.5634,few-shot,1,2,1,0.2
1373,LLAMA3.2_3B,0.6464,0.587,0.5586,0.6195,zero-shot,1,1,,0.2
1374,GEMMA2-2B,0.5874,0.6635,0.5586,0.5717,one-shot,2,2,2,1.0
1375,LLAMA3.2_3B,0.5971,0.6671,0.5581,0.5588,one-shot,2,2,2,0.0
1376,GEMMA2-2B,0.563,0.6356,0.5578,0.5645,one-shot,1,1,2,0.5
1377,PHI3_MEDIUM,0.4988,0.6362,0.5577,0.7477,many-shot,1,1,1,0.5
1378,LLAMA3.2_3B,0.6566,0.5882,0.5576,0.6216,zero-shot,1,1,,0.0
1379,LLAMA3.2_3B,0.5569,0.5675,0.5575,0.6007,many-shot,2,1,2,1.0
1380,LLAMA3,0.5896,0.6543,0.5575,0.5551,many-shot,2,1,1,0.0
1381,LLAMA3.2_3B,0.5947,0.6599,0.5569,0.5618,few-shot,1,2,1,0.0
1382,PHI3_MEDIUM,0.4967,0.6341,0.5568,0.7387,zero-shot,2,1,,0.5
1383,PHI3_MEDIUM,0.8067,0.5981,0.5566,0.7073,zero-shot,1,1,,1.0
1384,PHI3_MEDIUM,0.5879,0.5469,0.5565,0.6793,one-shot,2,2,1,0.5
1385,LLAMA3,0.6279,0.6909,0.5564,0.5605,few-shot,1,2,1,0.0
1386,LLAMA3,0.6265,0.6912,0.5563,0.561,few-shot,1,2,1,0.2
1387,LLAMA3,0.6232,0.6823,0.5559,0.561,few-shot,3,2,1,0.0
1388,LLAMA3.2_3B,0.5826,0.5813,0.5558,0.6018,zero-shot,3,2,,1.0
1389,GEMMA2-2B,0.5584,0.6292,0.5553,0.5631,one-shot,1,1,2,1.0
1390,GEMMA2-2B,0.5621,0.6326,0.555,0.5621,one-shot,1,1,2,0.0
1391,LLAMA3,0.6181,0.6789,0.5548,0.5594,few-shot,3,2,1,1.0
1392,PHI3_MEDIUM,0.4917,0.6377,0.5544,0.7315,one-shot,1,1,1,0.5
1393,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,few-shot,2,1,1,0.0
1394,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,many-shot,2,1,1,0.0
1395,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,many-shot,1,1,1,0.0
1396,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,one-shot,1,1,1,0.0
1397,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,zero-shot,1,1,,0.0
1398,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,one-shot,2,1,1,0.0
1399,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,zero-shot,2,1,,0.0
1400,PHI3_MEDIUM,0.5064,0.6138,0.5543,0.7524,few-shot,1,1,1,0.0
1401,PHI3_MEDIUM,0.506,0.6141,0.5541,0.7596,zero-shot,1,1,,0.2
1402,LLAMA3,0.6199,0.6792,0.5541,0.5588,few-shot,3,2,1,0.2
1403,GEMMA2-2B,0.5603,0.6214,0.554,0.5658,zero-shot,2,1,,1.0
1404,GEMMA2-2B,0.5613,0.6335,0.554,0.5605,one-shot,1,1,2,0.2
1405,LLAMA3.2_3B,0.5937,0.6639,0.5534,0.554,one-shot,2,2,2,0.5
1406,LLAMA3.2_3B,0.5809,0.6387,0.5528,0.5535,few-shot,2,2,2,1.0
1407,LLAMA3,0.611,0.6839,0.5519,0.5583,few-shot,1,2,1,1.0
1408,LLAMA3,0.6179,0.6804,0.5511,0.5551,few-shot,3,2,1,0.5
1409,LLAMA3,0.5745,0.6605,0.5503,0.5545,few-shot,2,1,1,1.0
1410,LLAMA3.2_3B,0.5613,0.6104,0.5497,0.5635,zero-shot,2,2,,0.0
1411,LLAMA3.2_3B,0.5572,0.6175,0.5495,0.5675,few-shot,2,2,1,0.5
1412,LLAMA3,0.6183,0.686,0.5494,0.554,few-shot,1,2,1,0.5
1413,LLAMA3.2_3B,0.56,0.61,0.5492,0.5624,zero-shot,2,2,,0.2
1414,LLAMA3.2_3B,0.5438,0.5702,0.5492,0.575,one-shot,2,1,2,0.5
1415,PHI3_MEDIUM,0.5447,0.563,0.5479,0.5905,few-shot,2,1,2,1.0
1416,PHI3_MEDIUM,0.5676,0.5398,0.5469,0.6492,many-shot,1,2,1,0.5
1417,LLAMA3.2_3B,0.5583,0.5581,0.5467,0.5852,one-shot,2,1,1,0.5
1418,PHI3_MEDIUM,0.5431,0.5536,0.5466,0.595,many-shot,2,1,2,1.0
1419,PHI3_MEDIUM,0.7139,0.5257,0.5464,0.6608,one-shot,3,2,1,1.0
1420,LLAMA3.2_3B,0.5733,0.5413,0.5463,0.6089,many-shot,1,1,2,1.0
1421,PHI3_MEDIUM,0.4706,0.65,0.5451,0.7083,zero-shot,2,1,,1.0
1422,LLAMA3.2_3B,0.5804,0.6539,0.5442,0.5454,one-shot,2,2,2,1.0
1423,LLAMA3.2_3B,0.5801,0.6229,0.5441,0.5441,few-shot,1,2,2,1.0
1424,LLAMA3,0.5684,0.6397,0.5438,0.5427,many-shot,2,1,1,1.0
1425,PHI3_MEDIUM,0.5654,0.5415,0.5438,0.6304,many-shot,2,2,1,1.0
1426,LLAMA3.2_3B,0.5456,0.6027,0.5436,0.5634,few-shot,2,2,1,1.0
1427,PHI3_MEDIUM,0.5496,0.5378,0.541,0.6275,one-shot,2,2,1,1.0
1428,PHI3_MEDIUM,0.6553,0.5231,0.5408,0.6585,many-shot,3,2,1,1.0
1429,PHI3_MEDIUM,0.5459,0.5356,0.5387,0.6108,one-shot,1,2,1,1.0
1430,PHI3_MEDIUM,0.5451,0.5337,0.5384,0.6115,few-shot,1,2,1,1.0
1431,PHI3_MEDIUM,0.5356,0.5555,0.5378,0.584,few-shot,1,1,2,1.0
1432,LLAMA3.2_3B,0.6157,0.5755,0.5376,0.599,zero-shot,1,1,,0.5
1433,LLAMA3.2_3B,0.5674,0.6109,0.5373,0.5403,one-shot,1,1,1,0.5
1434,PHI3_MEDIUM,0.6725,0.5188,0.5368,0.669,few-shot,3,2,1,1.0
1435,PHI3_MEDIUM,0.4805,0.6075,0.5364,0.72,few-shot,1,1,1,0.5
1436,PHI3_MEDIUM,0.4757,0.617,0.5363,0.7129,one-shot,2,1,1,0.2
1437,PHI3_MEDIUM,0.5368,0.5368,0.5362,0.5989,many-shot,1,1,2,1.0
1438,LLAMA3.2_3B,0.5796,0.5273,0.5343,0.6018,few-shot,2,1,2,0.0
1439,PHI3_MEDIUM,0.4806,0.6026,0.5321,0.7087,many-shot,2,1,1,1.0
1440,LLAMA3.2_3B,0.5721,0.5252,0.5321,0.5973,few-shot,2,1,2,0.5
1441,LLAMA3.2_3B,0.5394,0.5464,0.5319,0.575,one-shot,2,1,1,1.0
1442,LLAMA3.2_3B,0.5693,0.636,0.5313,0.5436,many-shot,1,2,1,0.5
1443,PHI3_MEDIUM,0.4751,0.6031,0.5305,0.7048,one-shot,1,1,1,0.2
1444,LLAMA3.2_3B,0.5498,0.5976,0.5302,0.5368,one-shot,1,1,1,1.0
1445,LLAMA3.2_3B,0.5751,0.523,0.5302,0.5991,few-shot,2,1,2,0.2
1446,LLAMA3.2_3B,0.5717,0.638,0.53,0.5435,many-shot,1,2,1,0.0
1447,PHI3_MEDIUM,0.4768,0.6101,0.5293,0.7128,one-shot,2,1,1,1.0
1448,GEMMA2-2B,0.5826,0.6494,0.5282,0.5414,many-shot,1,1,2,0.5
1449,LLAMA3.2_3B,0.5221,0.5557,0.528,0.5556,one-shot,2,1,2,1.0
1450,PHI3_MEDIUM,0.5556,0.5157,0.5262,0.6337,many-shot,1,2,1,1.0
1451,PHI3_MEDIUM,0.4665,0.6074,0.5257,0.697,many-shot,1,1,1,1.0
1452,PHI3_MEDIUM,0.474,0.5919,0.5252,0.7048,many-shot,1,1,1,0.2
1453,PHI3_MEDIUM,0.5434,0.5168,0.5252,0.6316,zero-shot,1,2,,1.0
1454,LLAMA3.2_3B,0.5393,0.5846,0.525,0.541,zero-shot,2,2,,0.5
1455,PHI3_MEDIUM,0.6778,0.5098,0.5248,0.6651,many-shot,3,2,1,0.5
1456,LLAMA3.2_3B,0.566,0.6332,0.5245,0.5376,many-shot,1,2,1,0.2
1457,PHI3_MEDIUM,0.4752,0.5862,0.5234,0.6957,one-shot,1,1,1,1.0
1458,GEMMA2-2B,0.5452,0.5998,0.5229,0.5352,one-shot,2,1,2,0.0
1459,PHI3_MEDIUM,0.4616,0.6109,0.522,0.6857,few-shot,1,1,1,1.0
1460,LLAMA3,0.6068,0.6737,0.5209,0.5282,many-shot,2,2,1,0.0
1461,GEMMA2-2B,0.5434,0.5958,0.5205,0.5341,one-shot,2,1,2,0.5
1462,PHI3_MEDIUM,0.7613,0.6204,0.5203,0.65,one-shot,2,1,1,0.5
1463,GEMMA2-2B,0.5663,0.6387,0.5201,0.5321,many-shot,1,1,2,1.0
1464,PHI3_MEDIUM,0.539,0.5121,0.52,0.6232,zero-shot,2,2,,1.0
1465,GEMMA2-2B,0.58,0.6432,0.5198,0.5347,many-shot,1,1,2,0.2
1466,LLAMA3.2_3B,0.553,0.5593,0.5192,0.5704,zero-shot,1,1,,1.0
1467,PHI3_MEDIUM,0.7852,0.5025,0.5186,0.6659,one-shot,3,2,1,0.5
1468,LLAMA3.2_3B,0.5231,0.5742,0.5182,0.5329,zero-shot,2,2,,1.0
1469,PHI3_MEDIUM,0.4629,0.6029,0.5179,0.6952,few-shot,2,1,1,1.0
1470,LLAMA3.2_3B,0.5365,0.6011,0.5179,0.5273,zero-shot,1,2,,1.0
1471,LLAMA3.2_3B,0.5586,0.6191,0.5178,0.521,few-shot,1,2,1,1.0
1472,PHI3_MEDIUM,0.5298,0.5148,0.5176,0.6272,few-shot,2,2,1,1.0
1473,PHI3_MEDIUM,0.654,0.5068,0.5173,0.6689,zero-shot,3,2,,1.0
1474,LLAMA3.1,0.508,0.5373,0.5168,0.5452,many-shot,2,1,1,1.0
1475,GEMMA2-2B,0.579,0.6437,0.5157,0.5309,many-shot,1,1,2,0.0
1476,GEMMA2-2B,0.5291,0.5861,0.5145,0.5287,one-shot,2,1,2,1.0
1477,GEMMA2-2B,0.5349,0.5895,0.5138,0.5277,one-shot,2,1,2,0.2
1478,LLAMA3,0.6028,0.6664,0.5137,0.5212,many-shot,2,2,1,0.2
1479,LLAMA3,0.5875,0.6608,0.5114,0.5202,many-shot,2,2,1,1.0
1480,PHI3_MEDIUM,0.7485,0.5011,0.5108,0.6667,few-shot,3,2,1,0.5
1481,LLAMA3.2_3B,0.5513,0.6058,0.5103,0.5244,many-shot,1,2,1,1.0
1482,LLAMA3,0.5982,0.6682,0.5091,0.5185,many-shot,2,2,1,0.5
1483,LLAMA3.2_3B,0.5362,0.5029,0.5073,0.5739,few-shot,2,1,2,1.0
